geometry;ID;code_dpt;nom_dpt;nom_reg;num_circ;code_reg
"{""type"":""Polygon"",""coordinates"":[[[1.71892,48.848588],[1.841755,48.800623],[1.941238,48.791543],[1.986479,48.799689],[1.998374,48.891402],[1.969467,48.946116],[1.955735,48.956825],[1.891348,48.878533],[1.770432,48.896069],[1.71892,48.848588]]]}";78012;78;YVELINES;ILE-DE-FRANCE;12;11
"{""type"":""Polygon"",""coordinates"":[[[-0.643541,46.31945],[-0.565886,46.289953],[-0.458492,46.293961],[-0.435443,46.225914],[-0.333855,46.170291],[-0.268134,46.225312],[-0.306328,46.254851],[-0.358108,46.399154],[-0.280356,46.485546],[-0.190059,46.471296],[-0.167603,46.592182],[-0.307876,46.60751],[-0.272405,46.649336],[-0.405365,46.687271],[-0.472167,46.653596],[-0.613965,46.620125],[-0.602129,46.533281],[-0.625533,46.496764],[-0.602836,46.359586],[-0.643541,46.31945]]]}";79001;79;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;1;75
"{""type"":""Polygon"",""coordinates"":[[[-0.583081,46.139563],[-0.401451,46.084248],[-0.280023,46.076901],[-0.102937,45.96966],[-0.05886,45.986053],[-0.026207,46.056347],[0.072972,46.093896],[0.197353,46.095559],[0.21631,46.142132],[0.107702,46.185995],[0.128837,46.267232],[0.177369,46.328113],[-0.020218,46.405878],[-0.006269,46.523976],[0.022855,46.614531],[-0.031657,46.669347],[0.033065,46.738492],[-0.021874,46.776346],[-0.137021,46.741693],[-0.149414,46.69099],[-0.31357,46.785307],[-0.405365,46.687271],[-0.272405,46.649336],[-0.307876,46.60751],[-0.167603,46.592182],[-0.190059,46.471296],[-0.280356,46.485546],[-0.358108,46.399154],[-0.306328,46.254851],[-0.268134,46.225312],[-0.333855,46.170291],[-0.435443,46.225914],[-0.458492,46.293961],[-0.565886,46.289953],[-0.643541,46.31945],[-0.750476,46.304259],[-0.751462,46.24507],[-0.583081,46.139563]]]}";79002;79;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2;75
"{""type"":""Polygon"",""coordinates"":[[[-0.021874,46.776346],[0.00681,46.810543],[-0.009123,46.907925],[-0.102121,47.064806],[-0.240408,47.105144],[-0.40078,47.070771],[-0.559717,47.061701],[-0.587252,47.006133],[-0.71454,46.985979],[-0.787577,47.005137],[-0.891961,46.975827],[-0.830606,46.931144],[-0.781428,46.843079],[-0.71004,46.821572],[-0.719752,46.755727],[-0.655832,46.700335],[-0.613965,46.620125],[-0.472167,46.653596],[-0.405365,46.687271],[-0.31357,46.785307],[-0.149414,46.69099],[-0.137021,46.741693],[-0.021874,46.776346]]]}";79003;79;DEUX-SEVRES;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3;75
"{""type"":""Polygon"",""coordinates"":[[[2.079765,50.133338],[2.047525,50.181284],[1.85261,50.161244],[1.74207,50.125512],[1.74951,50.088313],[2.006465,50.023422],[2.053067,49.915967],[2.129919,49.919359],[2.187217,49.87647],[2.216943,49.926945],[2.342741,49.863246],[2.382155,49.884924],[2.393841,49.932351],[2.303418,49.962277],[2.192111,49.959869],[2.235976,50.025543],[2.344126,50.06781],[2.079765,50.133338]]]}";80001;80;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;1;32
"{""type"":""Polygon"",""coordinates"":[[[1.641544,50.352153],[1.556618,50.363141],[1.538369,50.280213],[1.592228,50.256458],[1.483097,50.17267],[1.453752,50.109977],[1.379705,50.065015],[1.452256,50.042667],[1.678451,49.918134],[1.726224,49.839945],[1.802722,49.883603],[1.890119,49.895443],[1.974074,49.874246],[1.972556,49.8364],[2.075508,49.804716],[2.184155,49.837575],[2.187217,49.87647],[2.129919,49.919359],[2.053067,49.915967],[2.006465,50.023422],[1.74951,50.088313],[1.74207,50.125512],[1.85261,50.161244],[2.047525,50.181284],[2.079765,50.133338],[2.085714,50.201017],[1.994128,50.275716],[1.804679,50.359606],[1.677249,50.333819],[1.641544,50.352153]]]}";80003;80;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;3;32
"{""type"":""Polygon"",""coordinates"":[[[2.382155,49.884924],[2.497914,49.85137],[2.393573,49.766496],[2.300845,49.77131],[2.184155,49.837575],[2.075508,49.804716],[1.972556,49.8364],[1.974074,49.874246],[1.890119,49.895443],[1.802722,49.883603],[1.726224,49.839945],[1.784845,49.757904],[1.848986,49.701636],[1.933066,49.71988],[2.124042,49.688039],[2.229621,49.702196],[2.37391,49.656037],[2.505776,49.636281],[2.649629,49.571764],[2.72521,49.624727],[2.622359,49.803564],[2.6114,49.877468],[2.551033,49.950815],[2.547391,50.041146],[2.418181,50.011544],[2.376178,50.068992],[2.429658,50.088185],[2.389777,50.155485],[2.49569,50.194562],[2.452066,50.230214],[2.269351,50.227649],[2.085714,50.201017],[2.079765,50.133338],[2.344126,50.06781],[2.235976,50.025543],[2.192111,49.959869],[2.303418,49.962277],[2.393841,49.932351],[2.382155,49.884924]]]}";80004;80;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;4;32
"{""type"":""Polygon"",""coordinates"":[[[3.090254,50.053741],[2.916974,50.035531],[2.780898,50.111156],[2.691649,50.092069],[2.455049,50.131176],[2.429658,50.088185],[2.376178,50.068992],[2.418181,50.011544],[2.547391,50.041146],[2.551033,49.950815],[2.6114,49.877468],[2.622359,49.803564],[2.72521,49.624727],[2.786193,49.612898],[2.913415,49.709509],[3.118652,49.705834],[3.120398,49.705733],[3.085933,49.791747],[3.087836,49.865693],[3.192717,49.977536],[3.172707,50.011995],[3.090254,50.053741]]]}";80005;80;SOMME;NORD-PAS-DE-CALAIS-PICARDIE;5;32
"{""type"":""Polygon"",""coordinates"":[[[2.935463,43.694668],[2.919139,43.732468],[2.814518,43.761585],[2.740543,43.728958],[2.68173,43.743515],[2.561802,43.845974],[2.576271,43.881759],[2.508499,43.945273],[2.460871,44.050323],[2.389215,44.094571],[2.357739,44.101555],[2.323353,44.035266],[2.360558,43.968519],[2.330654,43.933195],[2.195283,43.951605],[2.06291,43.91176],[2.052059,43.836526],[2.08053,43.793257],[2.195145,43.760921],[2.234513,43.670317],[2.253897,43.5573],[2.411177,43.628127],[2.546949,43.522056],[2.658852,43.516923],[2.616643,43.565377],[2.653637,43.650018],[2.754524,43.614139],[2.918087,43.660994],[2.935463,43.694668]]]}";81001;81;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1;76
"{""type"":""Polygon"",""coordinates"":[[[2.08053,43.793257],[2.052059,43.836526],[2.06291,43.91176],[2.195283,43.951605],[2.330654,43.933195],[2.360558,43.968519],[2.323353,44.035266],[2.357739,44.101555],[2.28488,44.145335],[2.114064,44.1958],[1.990171,44.149453],[1.919064,44.163078],[1.746525,44.114685],[1.671048,44.116127],[1.704208,44.044359],[1.555617,43.918317],[1.588589,43.817176],[1.651526,43.775861],[1.735181,43.771293],[1.784961,43.80686],[1.872665,43.728435],[2.038566,43.688865],[2.08053,43.793257]]]}";81002;81;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2;76
"{""type"":""Polygon"",""coordinates"":[[[1.687771,43.630709],[1.839145,43.577873],[1.887719,43.516941],[2.019332,43.470064],[2.029133,43.436898],[2.072801,43.395696],[2.282011,43.441226],[2.398735,43.417051],[2.494383,43.436937],[2.565787,43.42296],[2.664626,43.463886],[2.658852,43.516923],[2.546949,43.522056],[2.411177,43.628127],[2.253897,43.5573],[2.234513,43.670317],[2.195145,43.760921],[2.08053,43.793257],[2.038566,43.688865],[1.872665,43.728435],[1.784961,43.80686],[1.735181,43.771293],[1.651526,43.775861],[1.706446,43.71622],[1.663573,43.694058],[1.687771,43.630709]]]}";81003;81;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3;76
"{""type"":""Polygon"",""coordinates"":[[[1.702321,44.314505],[1.537463,44.230259],[1.509263,44.273786],[1.377171,44.22283],[1.284393,44.252516],[1.17831,44.141581],[1.245322,44.114423],[1.311239,43.991489],[1.383234,43.91673],[1.469869,43.897482],[1.555617,43.918317],[1.704208,44.044359],[1.671048,44.116127],[1.746525,44.114685],[1.919064,44.163078],[1.990171,44.149453],[1.91299,44.188412],[1.932163,44.242647],[1.860483,44.321938],[1.882083,44.340074],[1.702321,44.314505]]]}";82001;82;TARN-ET-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1;76
"{""type"":""Polygon"",""coordinates"":[[[0.741885,44.065199],[0.826872,43.997493],[0.760114,43.945304],[0.889231,43.904248],[0.897291,43.788535],[0.953983,43.787372],[1.083306,43.816332],[1.115083,43.797776],[1.212776,43.768242],[1.360031,43.817209],[1.365184,43.889574],[1.469869,43.897482],[1.383234,43.91673],[1.311239,43.991489],[1.245322,44.114423],[1.17831,44.141581],[1.284393,44.252516],[1.109472,44.324692],[1.064084,44.378513],[0.950216,44.359577],[0.869445,44.309255],[0.950788,44.275072],[0.903111,44.190055],[0.859687,44.192737],[0.796568,44.145152],[0.741885,44.065199]]]}";82002;82;TARN-ET-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2;76
"{""type"":""Polygon"",""coordinates"":[[[6.191315,43.442459],[6.134988,43.332012],[6.211386,43.319488],[6.240826,43.215245],[6.292064,43.180843],[6.271819,43.120991],[6.494056,43.150898],[6.561642,43.188825],[6.620863,43.161461],[6.665254,43.211466],[6.644064,43.273624],[6.682171,43.340981],[6.622982,43.40529],[6.542974,43.397187],[6.52195,43.480031],[6.326152,43.517302],[6.287056,43.478927],[6.191315,43.442459]]]}";83004;83;VAR;PROVENCE-ALPES-COTE D'AZUR;4;93
"{""type"":""Polygon"",""coordinates"":[[[6.879135,43.532454],[6.671468,43.553625],[6.577174,43.522992],[6.52195,43.480031],[6.542974,43.397187],[6.622982,43.40529],[6.682171,43.340981],[6.735328,43.407767],[6.890097,43.428012],[6.933726,43.480068],[6.879135,43.532454]]]}";83005;83;VAR;PROVENCE-ALPES-COTE D'AZUR;5;93
"{""type"":""Polygon"",""coordinates"":[[[5.725912,43.136526],[5.800896,43.158976],[5.854953,43.199024],[5.994739,43.261531],[6.093894,43.198125],[6.240826,43.215245],[6.211386,43.319488],[6.134988,43.332012],[6.191315,43.442459],[6.06769,43.467792],[5.914326,43.450805],[5.827676,43.548252],[5.725074,43.551273],[5.727214,43.467083],[5.778915,43.410073],[5.682788,43.399166],[5.669164,43.31941],[5.726601,43.317364],[5.760929,43.267347],[5.682416,43.235456],[5.671875,43.179269],[5.725912,43.136526]]]}";83006;83;VAR;PROVENCE-ALPES-COTE D'AZUR;6;93
"{""type"":""Polygon"",""coordinates"":[[[6.636396,43.788951],[6.415852,43.790046],[6.35451,43.736515],[6.210675,43.797664],[6.169112,43.751761],[6.110867,43.74575],[6.021735,43.668288],[5.938253,43.748358],[5.855749,43.723189],[5.781343,43.755657],[5.757333,43.729409],[5.753651,43.724622],[5.799206,43.659929],[5.7006,43.642526],[5.687577,43.584213],[5.725074,43.551273],[5.827676,43.548252],[5.914326,43.450805],[6.06769,43.467792],[6.191315,43.442459],[6.287056,43.478927],[6.326152,43.517302],[6.52195,43.480031],[6.577174,43.522992],[6.671468,43.553625],[6.879135,43.532454],[6.906637,43.564149],[6.89447,43.611025],[6.799868,43.628348],[6.761134,43.665891],[6.754162,43.737857],[6.657423,43.748718],[6.636396,43.788951]]]}";83008;83;VAR;PROVENCE-ALPES-COTE D'AZUR;8;93
"{""type"":""Polygon"",""coordinates"":[[[5.445293,43.680095],[5.473773,43.798163],[5.343366,43.863166],[5.166558,43.864371],[5.159728,43.94997],[5.044033,43.944993],[4.95095,43.97463],[4.918015,43.953895],[4.922008,43.886759],[5.027721,43.828583],[5.048139,43.789727],[5.186262,43.735507],[5.3153,43.736566],[5.412714,43.692913],[5.445293,43.680095]]]}";84002;84;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;2;93
"{""type"":""MultiPolygon"",""coordinates"":[[[[4.91514,44.103543],[4.996358,44.106892],[5.172663,44.162595],[5.28286,44.174061],[5.383241,44.155285],[5.384529,44.201191],[5.175606,44.220866],[5.14953,44.300682],[5.060565,44.30814],[4.825342,44.228446],[4.804563,44.303897],[4.721663,44.326592],[4.650615,44.329806],[4.649224,44.27036],[4.673657,44.214711],[4.718133,44.140678],[4.705082,44.108175],[4.795865,44.04791],[4.870713,44.117671],[4.91514,44.103543]]],[[[4.889463,44.304019],[4.987018,44.292719],[5.025059,44.360998],[4.970547,44.429846],[4.869527,44.345076],[4.889463,44.304019]]]]}";84004;84;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;4;93
"{""type"":""Polygon"",""coordinates"":[[[5.159728,43.94997],[5.166558,43.864371],[5.343366,43.863166],[5.473773,43.798163],[5.445293,43.680095],[5.606944,43.658686],[5.753651,43.724622],[5.757333,43.729409],[5.654445,43.825111],[5.571719,43.829291],[5.60656,43.916082],[5.512674,43.945404],[5.542867,44.024449],[5.498788,44.115719],[5.383241,44.155285],[5.28286,44.174061],[5.172663,44.162595],[4.996358,44.106892],[4.91514,44.103543],[4.942397,44.053979],[5.043448,44.054779],[5.13929,44.030995],[5.21363,43.989901],[5.159728,43.94997]]]}";84005;84;VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;5;93
"{""type"":""Polygon"",""coordinates"":[[[-1.938925,46.993515],[-1.927096,46.839426],[-1.772527,46.770276],[-1.781583,46.734385],[-1.693767,46.707632],[-1.594654,46.716003],[-1.521055,46.642114],[-1.36711,46.693114],[-1.166434,46.711799],[-1.100392,46.745943],[-1.144489,46.817329],[-1.280656,46.800723],[-1.392405,46.869052],[-1.373372,46.95208],[-1.458268,46.925838],[-1.499845,47.040689],[-1.554272,46.978654],[-1.500791,46.883394],[-1.548511,46.86008],[-1.736009,46.896058],[-1.938925,46.993515]]]}";85001;85;VENDEE;PAYS DE LA LOIRE;1;52
"{""type"":""Polygon"",""coordinates"":[[[-1.980414,47.028906],[-2.057905,46.951572],[-2.154597,46.888158],[-2.141989,46.818975],[-1.945413,46.694012],[-1.856094,46.608403],[-1.812566,46.494383],[-1.714284,46.459027],[-1.654757,46.516268],[-1.734982,46.549432],[-1.754783,46.659023],[-1.693767,46.707632],[-1.781583,46.734385],[-1.772527,46.770276],[-1.927096,46.839426],[-1.938925,46.993515],[-1.980414,47.028906]]]}";85003;85;VENDEE;PAYS DE LA LOIRE;3;52
"{""type"":""Polygon"",""coordinates"":[[[-1.373372,46.95208],[-1.392405,46.869052],[-1.280656,46.800723],[-1.144489,46.817329],[-1.100392,46.745943],[-0.962448,46.732045],[-0.956438,46.695839],[-0.892936,46.678756],[-0.757756,46.706623],[-0.719752,46.755727],[-0.71004,46.821572],[-0.781428,46.843079],[-0.830606,46.931144],[-0.891961,46.975827],[-1.148571,47.029554],[-1.267884,47.084269],[-1.317961,47.034303],[-1.375944,47.029657],[-1.373372,46.95208]]]}";85004;85;VENDEE;PAYS DE LA LOIRE;4;52
"{""type"":""Polygon"",""coordinates"":[[[-1.129404,46.310277],[-1.017639,46.35301],[-0.93423,46.360113],[-0.750476,46.304259],[-0.643541,46.31945],[-0.602836,46.359586],[-0.625533,46.496764],[-0.602129,46.533281],[-0.613965,46.620125],[-0.655832,46.700335],[-0.719752,46.755727],[-0.757756,46.706623],[-0.892936,46.678756],[-0.956438,46.695839],[-0.986543,46.630812],[-1.058409,46.642389],[-1.1512,46.489177],[-1.229644,46.489275],[-1.376189,46.389961],[-1.303407,46.320624],[-1.129404,46.310277]]]}";85005;85;VENDEE;PAYS DE LA LOIRE;5;52
"{""type"":""Polygon"",""coordinates"":[[[0.197353,46.095559],[0.291331,46.059548],[0.466101,46.060967],[0.539973,46.085558],[0.687453,46.097255],[0.747883,46.13872],[0.823433,46.128591],[0.808399,46.228006],[0.901248,46.287507],[1.005887,46.280974],[1.027163,46.343443],[1.17728,46.383952],[1.149143,46.502212],[1.090094,46.537584],[1.020409,46.537147],[0.894059,46.628624],[0.924812,46.700216],[0.90283,46.730405],[0.78194,46.729584],[0.650195,46.704992],[0.581325,46.773591],[0.409251,46.754237],[0.648185,46.61867],[0.566496,46.486942],[0.572173,46.440568],[0.516185,46.397724],[0.403962,46.410046],[0.331886,46.365155],[0.211061,46.385401],[0.189991,46.484412],[0.072122,46.490481],[-0.006269,46.523976],[-0.020218,46.405878],[0.177369,46.328113],[0.128837,46.267232],[0.107702,46.185995],[0.21631,46.142132],[0.197353,46.095559]]]}";86003;86;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3;75
"{""type"":""Polygon"",""coordinates"":[[[0.409251,46.754237],[0.581325,46.773591],[0.650195,46.704992],[0.78194,46.729584],[0.90283,46.730405],[0.867469,46.748219],[0.807997,46.829139],[0.70467,46.902886],[0.690172,46.97498],[0.590556,47.006729],[0.598205,46.956428],[0.50519,46.959911],[0.43871,46.929582],[0.298206,46.971264],[0.309935,47.028031],[0.208199,47.053237],[0.05374,47.164611],[0.019015,47.175758],[-0.085541,47.100434],[-0.102121,47.064806],[-0.009123,46.907925],[0.00681,46.810543],[-0.021874,46.776346],[0.033065,46.738492],[0.220089,46.812258],[0.409251,46.754237]]]}";86004;86;VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4;75
"{""type"":""Polygon"",""coordinates"":[[[1.246619,45.834156],[1.140547,45.873129],[1.042524,45.888228],[1.069279,45.944139],[0.934675,45.992207],[0.941493,45.960587],[0.827373,45.882748],[0.783779,45.793475],[0.710515,45.802201],[0.629742,45.71457],[0.662086,45.687481],[0.775643,45.667746],[0.750613,45.616873],[0.839996,45.581304],[0.946145,45.612551],[1.023588,45.607219],[1.047749,45.557829],[1.165364,45.526403],[1.118436,45.487904],[1.253152,45.444219],[1.285317,45.490281],[1.350078,45.466897],[1.408944,45.526335],[1.492475,45.54939],[1.592897,45.575027],[1.541401,45.646962],[1.490036,45.670566],[1.532694,45.755088],[1.403103,45.802792],[1.341235,45.786201],[1.246619,45.834156]]]}";87002;87;HAUTE-VIENNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2;75
"{""type"":""Polygon"",""coordinates"":[[[6.585679,48.125596],[6.548452,48.216533],[6.55006,48.3129],[6.72186,48.268518],[6.784953,48.286233],[6.815027,48.395068],[6.647632,48.43513],[6.620753,48.472409],[6.501792,48.414563],[6.384241,48.39461],[6.325769,48.29088],[6.329945,48.207956],[6.263046,48.179124],[6.289821,48.129748],[6.22071,48.072298],[6.326421,48.041186],[6.277334,47.953809],[6.364993,47.962572],[6.406815,48.011071],[6.585679,48.125596]]]}";88001;88;VOSGES;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1;44
"{""type"":""Polygon"",""coordinates"":[[[6.815027,48.395068],[6.784953,48.286233],[6.72186,48.268518],[6.55006,48.3129],[6.548452,48.216533],[6.585679,48.125596],[6.698099,48.127031],[6.983268,48.083616],[7.018614,48.055059],[7.059047,48.139181],[7.198282,48.310477],[7.169537,48.342307],[7.100822,48.373744],[7.123165,48.513592],[6.965266,48.471546],[6.815027,48.395068]]]}";88002;88;VOSGES;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2;44
"{""type"":""Polygon"",""coordinates"":[[[7.018614,48.055059],[6.983268,48.083616],[6.698099,48.127031],[6.585679,48.125596],[6.406815,48.011071],[6.364993,47.962572],[6.431921,47.94381],[6.478262,47.885442],[6.601244,47.944379],[6.645203,47.904085],[6.784952,47.849573],[6.823539,47.813054],[6.84618,47.822945],[6.898328,47.888695],[6.943508,47.998737],[6.981539,48.009421],[7.018614,48.055059]]]}";88003;88;VOSGES;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3;44
"{""type"":""Polygon"",""coordinates"":[[[6.277334,47.953809],[6.326421,48.041186],[6.22071,48.072298],[6.289821,48.129748],[6.263046,48.179124],[6.329945,48.207956],[6.325769,48.29088],[6.384241,48.39461],[6.302857,48.428386],[6.17842,48.397608],[6.11705,48.353841],[5.96481,48.350061],[5.949585,48.396501],[5.85934,48.416502],[5.9043,48.482927],[5.857235,48.506852],[5.765155,48.496493],[5.615055,48.440512],[5.470062,48.420929],[5.409779,48.39262],[5.526527,48.346856],[5.588425,48.273763],[5.710844,48.219937],[5.633143,48.084297],[5.776419,48.022407],[5.884726,47.926047],[5.947534,47.97971],[6.109235,48.012469],[6.161247,47.958296],[6.277334,47.953809]]]}";88004;88;VOSGES;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;4;44
"{""type"":""Polygon"",""coordinates"":[[[3.498358,47.560878],[3.682835,47.707475],[3.664747,47.767957],[3.689715,47.822788],[3.61497,47.872597],[3.559164,47.852428],[3.459105,47.926724],[3.337829,47.94545],[3.257916,47.907035],[3.126676,47.991268],[3.105272,47.946941],[3.011818,47.904825],[3.023798,47.786375],[2.856477,47.761736],[2.848969,47.71685],[2.954234,47.645689],[2.976538,47.569429],[3.088025,47.586986],[3.123027,47.539428],[3.285252,47.503939],[3.488277,47.493831],[3.498358,47.560878]]]}";89001;89;YONNE;BOURGOGNE-FRANCHE-COMTE;1;27
"{""type"":""Polygon"",""coordinates"":[[[4.106086,47.339256],[4.072978,47.413652],[4.119427,47.443553],[4.114631,47.514756],[4.172575,47.550818],[4.265892,47.703951],[4.331033,47.756087],[4.324863,47.847197],[4.262689,47.844012],[4.293424,47.925676],[4.167337,47.96001],[4.113698,47.928157],[3.902393,47.938295],[3.914166,47.97559],[3.82198,48.04392],[3.80166,48.10673],[3.739803,48.138693],[3.65829,48.121376],[3.563294,48.066688],[3.454366,48.075419],[3.459105,47.926724],[3.559164,47.852428],[3.61497,47.872597],[3.689715,47.822788],[3.664747,47.767957],[3.682835,47.707475],[3.498358,47.560878],[3.579954,47.497975],[3.583276,47.4615],[3.679358,47.447242],[3.714782,47.406835],[3.861455,47.393372],[3.963999,47.365856],[3.972954,47.335001],[4.106086,47.339256]]]}";89002;89;YONNE;BOURGOGNE-FRANCHE-COMTE;2;27
"{""type"":""Polygon"",""coordinates"":[[[3.459105,47.926724],[3.454366,48.075419],[3.563294,48.066688],[3.65829,48.121376],[3.739803,48.138693],[3.66787,48.139212],[3.623765,48.259291],[3.50441,48.36549],[3.414792,48.390273],[3.251021,48.365101],[3.122467,48.368632],[3.049451,48.36003],[3.015685,48.307317],[3.043708,48.271842],[3.00599,48.209425],[2.936314,48.163392],[3.01323,48.143477],[3.050471,48.072334],[3.126676,47.991268],[3.257916,47.907035],[3.337829,47.94545],[3.459105,47.926724]]]}";89003;89;YONNE;BOURGOGNE-FRANCHE-COMTE;3;27
"{""type"":""Polygon"",""coordinates"":[[[6.939179,47.433699],[6.982897,47.494257],[7.130346,47.503027],[7.085388,47.593053],[7.009213,47.599391],[7.027565,47.70537],[6.926587,47.690665],[6.846189,47.64808],[6.883474,47.555331],[6.939179,47.433699]]]}";90001;90;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE;1;27
"{""type"":""Polygon"",""coordinates"":[[[6.823539,47.813054],[6.757638,47.747878],[6.798335,47.643999],[6.807005,47.562801],[6.81666,47.547922],[6.883474,47.555331],[6.846189,47.64808],[6.926587,47.690665],[7.027565,47.70537],[7.037418,47.721558],[6.84618,47.822945],[6.823539,47.813054]]]}";90002;90;TERRITOIRE DE BELFORT;BOURGOGNE-FRANCHE-COMTE;2;27
"{""type"":""Polygon"",""coordinates"":[[[2.362191,48.601486],[2.338448,48.521645],[2.239483,48.443935],[2.122762,48.480053],[2.034183,48.464521],[1.977244,48.399165],[1.959227,48.30869],[1.994085,48.286586],[2.161589,48.298437],[2.20709,48.344944],[2.269118,48.315049],[2.402664,48.320719],[2.44984,48.373708],[2.54706,48.401424],[2.505029,48.429866],[2.49761,48.517243],[2.531595,48.573659],[2.521772,48.573224],[2.481253,48.580206],[2.362191,48.601486]]]}";91002;91;ESSONNE;ILE-DE-FRANCE;2;11
"{""type"":""Polygon"",""coordinates"":[[[2.292714,48.626155],[2.168016,48.580578],[2.054815,48.607962],[1.962065,48.534995],[1.922149,48.4576],[1.977244,48.399165],[2.034183,48.464521],[2.122762,48.480053],[2.239483,48.443935],[2.338448,48.521645],[2.362191,48.601486],[2.359384,48.618077],[2.292714,48.626155]]]}";91003;91;ESSONNE;ILE-DE-FRANCE;3;11
"{""type"":""Polygon"",""coordinates"":[[[2.054815,48.607962],[2.168016,48.580578],[2.292714,48.626155],[2.341952,48.667581],[2.32817,48.687545],[2.209711,48.701588],[2.097853,48.694031],[2.011658,48.653579],[2.054815,48.607962]]]}";91004;91;ESSONNE;ILE-DE-FRANCE;4;11
"{""type"":""Polygon"",""coordinates"":[[[2.226559,48.776102],[2.100446,48.736003],[2.097853,48.694031],[2.209711,48.701588],[2.274517,48.740722],[2.228842,48.774471],[2.226559,48.776102]]]}";91005;91;ESSONNE;ILE-DE-FRANCE;5;11
"{""type"":""Polygon"",""coordinates"":[[[2.383529,48.629979],[2.437761,48.648471],[2.481253,48.580206],[2.521772,48.573224],[2.547965,48.64966],[2.57166,48.692023],[2.526874,48.704734],[2.467901,48.670773],[2.400579,48.701774],[2.39634,48.673536],[2.383529,48.629979]]]}";91009;91;ESSONNE;ILE-DE-FRANCE;9;11
"{""type"":""Polygon"",""coordinates"":[[[2.274517,48.740722],[2.320718,48.748756],[2.325812,48.781911],[2.318683,48.787987],[2.303309,48.785398],[2.228842,48.774471],[2.274517,48.740722]]]}";92013;92;HAUTS-DE-SEINE;ILE-DE-FRANCE;13;11
"{""type"":""Polygon"",""coordinates"":[[[2.410057,48.916693],[2.474266,48.918431],[2.479397,48.919775],[2.45949,48.955055],[2.456014,48.955777],[2.382447,48.971293],[2.375936,48.972023],[2.374742,48.923681],[2.410057,48.916693]]]}";93004;93;SEINE-SAINT-DENIS;ILE-DE-FRANCE;4;11
"{""type"":""Polygon"",""coordinates"":[[[2.496392,48.859908],[2.567967,48.865944],[2.559406,48.885338],[2.50764,48.898518],[2.47664,48.888665],[2.464761,48.878073],[2.481534,48.86141],[2.496392,48.859908]]]}";93008;93;SEINE-SAINT-DENIS;ILE-DE-FRANCE;8;11
"{""type"":""Polygon"",""coordinates"":[[[2.499965,48.763097],[2.473297,48.762092],[2.370437,48.727865],[2.41426,48.717816],[2.526874,48.704734],[2.57166,48.692023],[2.597544,48.760569],[2.499965,48.763097]]]}";94003;94;VAL-DE-MARNE;ILE-DE-FRANCE;3;11
"{""type"":""Polygon"",""coordinates"":[[[2.522283,48.804066],[2.499965,48.763097],[2.597544,48.760569],[2.59228,48.807437],[2.536654,48.838514],[2.522283,48.804066]]]}";94004;94;VAL-DE-MARNE;ILE-DE-FRANCE;4;11
"{""type"":""Polygon"",""coordinates"":[[[2.075841,49.0446],[2.206045,49.086839],[2.235042,49.130348],[2.359296,49.147348],[2.321777,49.184436],[2.220277,49.179201],[2.080769,49.207203],[1.974086,49.183316],[1.882568,49.162496],[1.742695,49.179801],[1.704364,49.232202],[1.608796,49.077894],[1.693668,49.05668],[1.823601,49.076673],[1.859255,49.013969],[1.954948,49.024535],[2.026892,49.096519],[2.075841,49.0446]]]}";95001;95;VAL-D'OISE;ILE-DE-FRANCE;1;11
"{""type"":""Polygon"",""coordinates"":[[[2.288461,48.958982],[2.333313,48.955382],[2.366156,48.974229],[2.301383,49.023777],[2.228754,48.972876],[2.225736,48.971031],[2.288461,48.958982]]]}";95006;95;VAL-D'OISE;ILE-DE-FRANCE;6;11
"{""type"":""Polygon"",""coordinates"":[[[2.367251,49.068293],[2.285009,49.049128],[2.274776,49.036442],[2.301383,49.023777],[2.366156,48.974229],[2.375936,48.972023],[2.382447,48.971293],[2.410274,49.023993],[2.367251,49.068293]]]}";95007;95;VAL-D'OISE;ILE-DE-FRANCE;7;11
